state,name,lake sq km,max concentration (cells/ml),mean concentration (cells/ml),max area high bloom (sq m),mean area high bloom,max area moderate bloom,mean area moderate bloom,max area low bloom,mean area low bloom,freq high bloom (%),freq moderate bloom (%),freq low bloom (%)
MN,Gull Lake,9.04,1122018.454,54277.01415,16500,1413.043478,11400,1298.550725,3900,324.6376812,0.376811594,0.425120773,0.323671498
MN,Lake Sallie,5.083,1659586.907,103459.8415,13200,2439.130435,6300,595.6521739,1800,84.05797101,0.376811594,0.29468599,0.130434783
MN,Little Boy Lake,5.786,1318256.739,62129.73764,11400,1589.855072,6600,759.4202899,2400,197.1014493,0.376811594,0.367149758,0.217391304
MN,Pine Lake,5.016,645654.229,50726.34783,7800,689.8550725,5700,692.7536232,1200,118.8405797,0.376811594,0.405797101,0.198067633
MN,Round Lake,3.655,3311311.215,213329.0946,7200,1960.869565,5100,356.5217391,2100,85.50724638,0.376811594,0.251207729,0.115942029
MN,Big Moose Lake,4.175,1513561.248,49175.57596,6600,737.6811594,5700,910.1449275,1500,123.1884058,0.376811594,0.434782609,0.188405797
MN,Grand Lake,2.614,1778279.41,116239.011,5700,949.2753623,3300,252.173913,1200,44.92753623,0.376811594,0.207729469,0.077294686
MN,Big Rice Lake,6.843,1258925.412,83923.77884,13800,1976.811594,7800,721.7391304,1500,88.4057971,0.371980676,0.323671498,0.169082126
MN,Big Birch Lake,8.381,1862087.137,66440.11769,12300,914.4927536,6300,685.5072464,1800,139.1304348,0.371980676,0.357487923,0.212560386
MN,Lake Francis,4.201,912010.8394,51357.37826,6300,678.2608696,4200,610.1449275,1500,123.1884058,0.371980676,0.410628019,0.207729469
MN,Lake Le Homme Dieu,7.169,1071519.305,54936.00338,14700,956.5217391,6900,766.6666667,1800,204.3478261,0.367149758,0.38647343,0.285024155
MN,Big Cormorant Lake,14.238,758577.575,35230.68341,11100,718.8405797,20400,2494.202899,5700,546.3768116,0.362318841,0.449275362,0.362318841
MN,Big Sand Lake,6.606,741310.2413,38920.10463,9000,918.8405797,11100,1756.521739,3600,317.3913043,0.362318841,0.38647343,0.29468599
MN,Kabekona Lake,9.756,1288249.552,48195.3726,15600,988.4057971,15300,1433.333333,4800,265.2173913,0.357487923,0.342995169,0.217391304
MN,Sturgeon Lake,6.677,1288249.552,49317.80769,15300,1228.985507,10800,1404.347826,3900,336.2318841,0.357487923,0.410628019,0.309178744
MN,Moose Lake,5.105,933254.3008,61285.32136,10200,802.8985507,4500,539.1304348,1800,108.6956522,0.357487923,0.323671498,0.183574879
MN,Fish Lake,3.704,851138.0382,79160.55924,4800,1068.115942,3900,297.1014493,1800,17.39130435,0.352657005,0.246376812,0.028985507
MN,Steamboat Lake,7.058,891250.9381,45657.63524,13200,978.2608696,9300,1101.449275,3000,294.2028986,0.338164251,0.38647343,0.275362319
MN,Little McDonald Lake,4.801,602559.5861,38895.45642,8100,775.3623188,8400,1269.565217,2100,223.1884058,0.338164251,0.458937198,0.299516908
MN,Island Lake Reservoir,4.08,954992.586,50515.78287,3000,391.3043478,2100,407.2463768,900,37.68115942,0.338164251,0.391304348,0.09178744
MN,Cotton Lake,7.146,794328.2347,37461.78615,8400,508.6956522,8400,984.057971,3600,242.0289855,0.333333333,0.342995169,0.246376812
MN,Big Marine Lake,5.586,891250.9381,39745.80914,5700,428.9855072,4500,601.4492754,1800,131.884058,0.333333333,0.405797101,0.188405797
MN,Buchanan Lake,3.825,691830.9709,46626.63612,4800,507.2463768,3000,363.7681159,900,65.2173913,0.333333333,0.338164251,0.1352657
MN,Lake ID: 4815637,5.75,1513561.248,93870.98139,13800,2333.333333,4200,226.0869565,1500,68.11594203,0.323671498,0.207729469,0.106280193
MN,Lake Hubert,5.074,1513561.248,54137.1793,9600,600,9000,924.6376812,2100,126.0869565,0.309178744,0.405797101,0.193236715
MN,Potato Lake,8.158,1122018.454,42789.9269,6900,602.8985507,6900,679.7101449,1500,134.7826087,0.309178744,0.342995169,0.207729469
MN,Lake Aaron,2.461,660693.448,55745.79569,3300,397.1014493,1800,188.4057971,600,28.98550725,0.309178744,0.236714976,0.06763285
MN,Gourd Lake,3.911,977237.221,56539.89316,5700,672.4637681,3300,376.8115942,900,23.1884058,0.304347826,0.304347826,0.053140097
MN,Rice Portage Lake,3.678,645654.229,50806.77078,5100,443.4782609,3900,242.0289855,600,24.63768116,0.304347826,0.193236715,0.062801932
MN,Turtle Lake,6.384,1288249.552,41811.3856,4500,411.5942029,6900,356.5217391,1500,105.7971014,0.304347826,0.299516908,0.222222222
MN,Little Winnibigoshish Lake,3.773,1258925.412,67821.39539,8700,897.1014493,5100,400,1200,72.46376812,0.299516908,0.256038647,0.130434783
MN,Marion Lake,6.388,977237.221,56466.97446,9000,489.8550725,5100,317.3913043,1500,69.56521739,0.289855072,0.212560386,0.1352657
MN,Strawberry Lake,5.875,933254.3008,37783.48777,7500,457.9710145,8400,779.7101449,2400,162.3188406,0.289855072,0.323671498,0.217391304
MN,Many Point Lake,6.785,891250.9381,48413.99979,5400,328.9855072,4200,301.4492754,1200,84.05797101,0.289855072,0.251207729,0.1352657
MN,Lake Ada,3.644,933254.3008,48674.96348,4200,301.4492754,3300,171.0144928,1200,78.26086957,0.289855072,0.198067633,0.1352657
MN,Lake ID: 6655435,4.231,758577.575,38621.53465,5100,331.884058,3600,446.3768116,1500,81.15942029,0.285024155,0.333333333,0.130434783
MN,Shamineau Lake,5.485,1380384.265,50133.28192,7500,428.9855072,6000,573.9130435,1200,81.15942029,0.280193237,0.304347826,0.144927536
MN,Lake Reno,11.62,1380384.265,36604.82847,29700,1497.101449,25200,2382.608696,7500,505.7971014,0.275362319,0.367149758,0.241545894
MN,Siseebakwet Lake,4.821,1380384.265,42637.99838,6900,555.0724638,6300,614.4927536,1500,108.6956522,0.275362319,0.251207729,0.164251208
MN,Lake Carlos,10.408,741310.2413,31683.73448,9600,602.8985507,11700,1247.826087,5100,352.173913,0.270531401,0.31884058,0.241545894
MN,White Earth Lake,8.516,758577.575,38854.70151,7800,436.2318841,6600,568.115942,1500,102.8985507,0.270531401,0.299516908,0.154589372
MN,Grace Lake,3.44,1862087.137,82695.91544,7800,904.3478261,3900,292.7536232,900,40.57971014,0.265700483,0.212560386,0.082125604
MN,Tenmile Lake,5.6,691830.9709,40235.6647,10500,513.0434783,6600,571.0144928,2100,86.95652174,0.260869565,0.299516908,0.120772947
MN,Mud Lake,7.326,812830.5162,37359.65349,7800,471.0144928,8700,623.1884058,2100,150.7246377,0.260869565,0.265700483,0.154589372
MN,Lake Andrew,3.792,630957.3445,41405.57864,7800,649.2753623,4200,278.2608696,1500,30.43478261,0.256038647,0.193236715,0.06763285
MN,Clitherall Lake,10.038,794328.2347,37663.48312,5700,339.1304348,13800,1030.434783,3900,178.2608696,0.256038647,0.328502415,0.178743961
MN,Roy Lake,2.762,1023292.992,53309.31011,5400,605.7971014,4500,273.9130435,900,14.49275362,0.251207729,0.236714976,0.033816425
MN,Lake Blanche,5.212,489778.8194,28067.78261,8100,389.8550725,10200,815.942029,3000,188.4057971,0.246376812,0.338164251,0.22705314
MN,Lake Darling,4.678,776247.1166,42608.78405,4800,217.3913043,3600,139.1304348,1200,57.97101449,0.217391304,0.154589372,0.111111111
MN,South Twin Lake,4.416,512861.384,29530.17418,4800,313.0434783,8100,582.6086957,2700,69.56521739,0.212560386,0.260869565,0.096618357
MN,Stalker Lake,5.433,524807.4602,25250.24011,9600,443.4782609,8100,776.8115942,1800,130.4347826,0.202898551,0.304347826,0.178743961
MN,Round Lake,4.42,389045.145,23554.50332,6000,224.6376812,6300,484.057971,1800,88.4057971,0.198067633,0.260869565,0.140096618
MN,Round Lake,2.876,1348962.883,30411.25934,3600,188.4057971,3300,400,2100,139.1304348,0.178743961,0.265700483,0.173913043
MN,North Twin Lake,3.878,933254.3008,26090.87962,5100,144.9275362,4800,178.2608696,1800,60.86956522,0.149758454,0.1352657,0.09178744
MN,Lake Jewett,2.87,501187.2336,23757.99725,2700,120.2898551,3300,211.5942029,1200,55.07246377,0.149758454,0.207729469,0.096618357
MN,Eagle Lake,3.597,537031.7964,15416.50692,5400,146.3768116,4800,334.7826087,1800,91.30434783,0.144927536,0.173913043,0.125603865
"MN, IA",Okamanpeedan Lake,8.883,3388441.561,523582.0517,15600,5656.521739,10200,442.0289855,2400,89.85507246,0.497584541,0.231884058,0.096618357
"MN, IA",Spirit Lake,21.48,2884031.503,139956.3158,68400,12408.69565,55200,3894.202899,8400,820.2898551,0.420289855,0.357487923,0.328502415
"MN, SD",Lake Traverse,43.511,3388441.561,266982.6221,112800,34205.7971,48300,5943.478261,11700,1311.594203,0.628019324,0.574879227,0.444444444
"MN, SD",Big Stone Lake,48.216,3388441.561,421213.2064,94500,32914.49275,60900,3762.318841,10800,852.173913,0.623188406,0.560386473,0.400966184
"MN, SD",Lake Traverse,9.563,3388441.561,262308.0024,15900,4475.362319,12600,1043.478261,2700,182.6086957,0.47826087,0.376811594,0.198067633
"MN, SD",Lake Hendricks,6.167,3235936.569,229436.158,8700,2237.681159,6300,475.3623188,2700,89.85507246,0.45410628,0.333333333,0.130434783
MO,Lake ID: 167267897,400.67,1737800.829,171154.1064,95100,31013.04348,69000,23288.4058,18600,5708.695652,0.946859903,0.93236715,0.917874396
MO,Lake ID: 167166315,28.441,1778279.41,282448.3735,14100,4791.304348,5100,801.4492754,3300,231.884058,0.787439614,0.502415459,0.309178744
MO,Mark Twain Lake,69.016,1584893.192,105031.5989,58500,7528.985507,29700,4928.985507,7800,1195.652174,0.758454106,0.806763285,0.657004831
MO,Trimble Wildlife Lake,28.912,1258925.412,125334.4136,17100,3421.73913,7200,1075.362319,2700,240.5797101,0.676328502,0.637681159,0.352657005
MO,Silver Lake Pool,7.312,1202264.435,131560.2871,15600,5511.594203,13200,2600,4200,417.3913043,0.671497585,0.623188406,0.352657005
MO,Lake ID: 167267899,105.371,1479108.388,64939.28683,45600,1923.188406,31200,3968.115942,8400,1281.15942,0.623188406,0.652173913,0.570048309
MO,Pomme de Terre Lake,33.718,676082.9754,71335.87874,15600,1666.666667,9000,1472.463768,3000,321.7391304,0.579710145,0.632850242,0.420289855
MO,Main Pool,3.776,3311311.215,138545.6243,4800,542.0289855,3900,197.1014493,300,4.347826087,0.304347826,0.202898551,0.014492754
MS,Cypress Lake,104.024,1737800.829,160487.307,208500,63323.18841,106200,26417.3913,27900,5031.884058,0.927536232,0.93236715,0.90821256
MS,Lake ID: 166759324,17.176,1584893.192,181024.7573,24600,12350.72464,16800,3733.333333,3300,491.3043478,0.898550725,0.811594203,0.52173913
MS,Enid Lake,59.282,3388441.561,293726.755,128400,48257.97101,64800,11872.46377,14400,2349.275362,0.888888889,0.884057971,0.748792271
MS,Lake ID: 167182317,124.59,3235936.569,215500.003,310500,83282.6087,175800,27463.76812,29700,5549.275362,0.874396135,0.893719807,0.879227053
MS,Lake ID: 18014672,80.747,2344228.815,190014.6396,200100,54739.13043,102900,19675.36232,28500,4852.173913,0.859903382,0.888888889,0.768115942
MS,Arkabutla Lake,39.078,2754228.703,257182.6796,74400,27436.23188,31500,5498.550725,7500,1063.768116,0.826086957,0.811594203,0.637681159
MS,Lake ID: 18046138,2.383,3388441.561,901447.8896,3600,2576.811594,1500,84.05797101,600,26.08695652,0.811594203,0.154589372,0.072463768
MS,Bay Springs Lake,25.064,1071519.305,45739.62325,10500,726.0869565,11100,1430.434783,3600,366.6666667,0.400966184,0.555555556,0.405797101
MS,Lake ID: 120051662,3.411,2884031.503,221136.9256,6900,1007.246377,2700,211.5942029,600,53.62318841,0.38647343,0.289855072,0.144927536
"MS, TN, AL",White Lake (historical),168.193,2691534.804,116510.4529,157500,10100,60600,7231.884058,18900,2182.608696,0.77294686,0.806763285,0.70531401
MT,Flathead Lake,494.43,2884031.503,70086.57855,887700,86986.95652,1426500,464684.058,264600,99279.71014,0.8647343,0.884057971,0.869565217
MT,Canyon Ferry Lake,135.864,3388441.561,289417.0164,470400,129872.4638,272100,47455.07246,59400,10772.46377,0.84057971,0.845410628,0.768115942
MT,Lake Fort Peck,980.562,2691534.804,85914.34268,781800,75000,1209600,179944.9275,285000,58347.82609,0.835748792,0.845410628,0.830917874
MT,Lake ID: 22886851,59.467,2041737.945,93135.50087,38700,4710.144928,38700,6066.666667,8100,1227.536232,0.714975845,0.714975845,0.608695652
MT,Freezeout Lake,10.518,1698243.652,233628.483,18600,6182.608696,9900,1118.84058,3900,179.7101449,0.714975845,0.516908213,0.198067633
MT,"McDonald, Lake",27.926,2238721.139,82596.70444,63900,6473.913043,60900,16497.10145,14100,3102.898551,0.695652174,0.690821256,0.623188406
MT,Clark Canyon Reservoir,19.485,3388441.561,200843.3172,54000,10275.36232,25500,3856.521739,6300,911.5942029,0.657004831,0.623188406,0.52173913
MT,Hebgen Lake,51.124,2570395.783,116234.6959,108600,16636.23188,71400,15488.4058,16500,2584.057971,0.652173913,0.594202899,0.541062802
MT,Lake ID: 22886855,41.809,1862087.137,96881.33607,21900,2682.608696,14100,2776.811594,3600,515.942029,0.642512077,0.685990338,0.512077295
MT,Hungry Horse Reservoir,96.387,2041737.945,74247.5121,106800,11402.89855,99900,20553.62319,27600,4024.637681,0.628019324,0.632850242,0.584541063
MT,Lake ID: 12295714,15.899,3388441.561,975388.2894,33300,12181.15942,11100,530.4347826,3000,118.8405797,0.61352657,0.236714976,0.115942029
MT,Lake ID: 12537550,3.353,3235936.569,467815.9418,6600,3200,3600,221.7391304,900,31.88405797,0.599033816,0.188405797,0.072463768
MT,Lake Elwell,60.104,1819700.859,45721.90743,24600,1575.362319,80100,7930.434783,14400,2489.855072,0.594202899,0.695652174,0.618357488
MT,Whitefish Lake,13.358,1862087.137,89297.9597,20100,2762.318841,15300,3234.782609,4800,830.4347826,0.594202899,0.579710145,0.512077295
MT,Lake Helena,8.398,3388441.561,233173.9487,22500,4881.15942,12600,1636.231884,3600,413.0434783,0.589371981,0.603864734,0.429951691
MT,Little Bitterroot Lake,11.931,1174897.555,70080.27289,27600,4185.507246,21900,5721.73913,5100,1094.202899,0.579710145,0.589371981,0.516908213
MT,Nelson Reservoir,16.66,3019951.72,134694.9786,28500,5184.057971,14700,2117.391304,5100,517.3913043,0.574879227,0.526570048,0.376811594
MT,Big Lake,4.668,3388441.561,744628.3962,10500,3236.231884,3300,172.4637681,900,31.88405797,0.550724638,0.198067633,0.057971014
MT,Ennis Lake,14.947,977237.221,61640.76528,41700,2243.478261,24600,3500,6300,904.3478261,0.54589372,0.652173913,0.531400966
MT,Lake ID: 9305060,15.765,1862087.137,75795.71511,17100,1821.73913,16500,3647.826087,4500,814.4927536,0.54589372,0.565217391,0.497584541
MT,Swan Lake,13.287,2398832.919,95428.66747,14400,1673.913043,12000,1759.42029,3300,365.2173913,0.536231884,0.54589372,0.371980676
MT,War Horse Lake,5.852,3311311.215,196952.6636,13800,3066.666667,11700,1013.043478,3000,214.4927536,0.531400966,0.415458937,0.251207729
MT,Hauser Lake,12.966,1862087.137,101942.262,5700,671.0144928,5100,762.3188406,1500,186.9565217,0.516908213,0.536231884,0.342995169
MT,Bynum Reservoir,12.984,1584893.192,98416.74054,22200,1952.173913,22500,1913.043478,6600,391.3043478,0.512077295,0.526570048,0.275362319
MT,Pishkun Reservoir,6.175,1148153.621,64507.28813,4800,598.5507246,5100,1018.84058,1800,278.2608696,0.502415459,0.61352657,0.410628019
MT,Ashley Lake,11.39,1023292.992,69357.34386,18900,1565.217391,12000,1873.913043,3900,398.5507246,0.492753623,0.492753623,0.352657005
MT,Noxon Rapids Reservoir,24.864,1479108.388,72550.61272,26400,1657.971014,15000,1895.652174,3300,381.1594203,0.483091787,0.45410628,0.309178744
MT,Alkali Lake,5.246,2041737.945,146192.9708,6300,1423.188406,5400,386.9565217,600,27.53623188,0.468599034,0.260869565,0.06763285
MT,Placid Lake,4.94,1737800.829,49198.84946,9900,1127.536232,9000,1895.652174,1800,236.2318841,0.449275362,0.52173913,0.304347826
MT,Lower Red Rock Lake,8.508,2511886.432,180268.1113,12000,2349.275362,4800,452.173913,900,50.72463768,0.439613527,0.405797101,0.111111111
MT,Duck Lake,5.855,1380384.265,68608.42478,9300,1094.202899,4800,692.7536232,1500,121.7391304,0.415458937,0.367149758,0.217391304
MT,"Mary Ronan, Lake",6.041,1047128.548,54422.70361,13800,1223.188406,8400,1320.289855,3000,278.2608696,0.400966184,0.444444444,0.314009662
MT,Whitetail Reservoir,2.442,3311311.215,167366.5751,2400,536.2318841,2400,301.4492754,1500,44.92753623,0.381642512,0.299516908,0.06763285
MT,Ninepipe Reservoir,4.873,1412537.545,83681.12474,9000,836.2318841,3300,337.6811594,1200,50.72463768,0.338164251,0.265700483,0.115942029
MT,Lake ID: 24315721,11.271,1288249.552,47623.80158,8100,613.0434783,11100,1171.014493,2700,269.5652174,0.338164251,0.38647343,0.275362319
MT,Willow Creek Reservoir,5.322,602559.5861,45872.64946,5700,379.7101449,6300,695.6521739,1800,137.6811594,0.314009662,0.410628019,0.202898551
MT,Upper Red Rock Lake,11.767,891250.9381,41917.81597,23400,957.9710145,16800,1068.115942,3600,223.1884058,0.285024155,0.285024155,0.188405797
MT,Deadmans Basin Reservoir,7.914,758577.575,34699.23019,10800,446.3768116,14400,1082.608696,2400,205.7971014,0.280193237,0.333333333,0.217391304
MT,Lake Frances,14.653,1071519.305,32255.89816,8400,355.0724638,22800,1146.376812,4500,375.3623188,0.217391304,0.347826087,0.251207729
"MT, WY",Lake ID: 167204997,52.539,1949844.6,211572.1607,26100,3940.57971,15900,1455.072464,3000,340.5797101,0.690821256,0.661835749,0.367149758
NC,Lake Mattamuskeet,106.218,2290867.653,335356.8906,371100,278526.087,92400,13746.37681,10200,1824.637681,0.93236715,0.792270531,0.599033816
NC,Lake ID: 166755034,58.996,2187761.624,609111.1984,168000,150330.4348,16800,414.4927536,2700,47.82608696,0.93236715,0.439613527,0.082125604
NC,"Waccamaw, Lake",35.573,2089296.131,145357.2866,116400,26836.23188,95700,28401.44928,21900,4426.086957,0.893719807,0.884057971,0.801932367
NC,Lake ID: 166737717,53.459,3090295.433,375487.8965,35400,17155.07246,12300,2288.405797,2700,344.9275362,0.884057971,0.768115942,0.420289855
NC,Phelps Lake,64.488,1659586.907,74414.5285,178800,15147.82609,184800,39207.24638,56700,10510.14493,0.8647343,0.888888889,0.859903382
NC,Lake ID: 166755060,53.035,2344228.815,293153.091,53700,18659.42029,19500,2857.971014,3300,557.9710145,0.850241546,0.758454106,0.584541063
NC,Lake ID: 166737840,84.196,2398832.919,231708.4118,37800,10823.18841,16800,2815.942029,3900,623.1884058,0.84057971,0.768115942,0.536231884
NC,New Lake,19.82,1548816.619,81724.68114,57000,11084.05797,48000,16282.6087,9600,2243.478261,0.811594203,0.855072464,0.811594203
NC,Great Lake,11.291,1445439.771,83294.24979,29700,6091.304348,24600,7444.927536,5100,1168.115942,0.768115942,0.826086957,0.758454106
NC,Pungo Lake,11.277,1288249.552,81150.16019,27900,5195.652174,20100,5960.869565,4800,1136.231884,0.753623188,0.797101449,0.739130435
NC,Long Lake,4.582,1659586.907,83872.82245,9000,1978.26087,6900,2057.971014,2100,323.1884058,0.666666667,0.719806763,0.458937198
NC,Lake ID: 8813673,5.835,1230268.771,78949.23183,12900,2273.913043,10500,2844.927536,3000,469.5652174,0.637681159,0.700483092,0.531400966
NC,Catfish Lake,3.829,1122018.454,91627.61111,6000,1411.594203,5100,944.9275362,1500,210.1449275,0.628019324,0.661835749,0.371980676
NC,Lake Ellis Simon,5.043,1949844.6,94216.60138,9600,1772.463768,4500,902.8985507,1200,111.5942029,0.570048309,0.550724638,0.260869565
NC,Lake Sutton,4.671,2818382.931,139355.0361,7500,1556.521739,4500,830.4347826,1800,185.5072464,0.570048309,0.526570048,0.338164251
NC,Lake Norman,130.815,1288249.552,54712.99851,49800,1642.028986,29100,2515.942029,10800,884.057971,0.483091787,0.54589372,0.458937198
NC,Roanoke Rapids Lake,16.415,1513561.248,72970.18655,16800,1134.782609,11700,1313.043478,3300,323.1884058,0.458937198,0.570048309,0.396135266
NC,Lake ID: 8830560,4.204,1230268.771,49695.24063,7800,407.2463768,4500,457.9710145,1200,82.60869565,0.31884058,0.328502415,0.183574879
NC,Lake Tillery,19.798,851138.0382,48373.78045,8100,392.7536232,7200,479.7101449,2100,104.3478261,0.280193237,0.314009662,0.178743961
ND,Lake Sakakawea,1252.677,2818382.931,98917.33623,1685400,147643.4783,1580400,225495.6522,372600,74669.56522,0.782608696,0.782608696,0.777777778
ND,Lake Tschida,13.282,3388441.561,228683.0911,13500,3413.043478,6900,1208.695652,2100,208.6956522,0.623188406,0.531400966,0.280193237
ND,Girard Lake,5.873,3388441.561,601525.5278,12300,6744.927536,5100,185.5072464,900,21.73913043,0.61352657,0.140096618,0.053140097
ND,Horsehead Lake,13.585,2238721.139,203122.5762,34200,13413.04348,29400,1995.652174,6600,331.884058,0.608695652,0.309178744,0.198067633
ND,Round Lake,10.693,3311311.215,419122.0492,30300,15643.47826,21900,975.3623188,3000,136.2318841,0.608695652,0.193236715,0.096618357
ND,Sweetwater Lake,25.541,3388441.561,376661.9038,46800,18189.85507,33300,2342.028986,5400,407.2463768,0.603864734,0.439613527,0.299516908
ND,Dry Lake,22,3388441.561,369146.4208,58200,22969.56522,40200,3486.956522,8700,584.057971,0.594202899,0.410628019,0.270531401
ND,Long Lake,15.227,3388441.561,342740.4762,34500,12662.31884,21600,1772.463768,4500,371.0144928,0.594202899,0.405797101,0.29468599
ND,Smoky Lake,4.879,2041737.945,377615.2921,9000,4731.884058,6000,233.3333333,1800,49.27536232,0.594202899,0.140096618,0.057971014
ND,Hurricane Lake,9.121,1202264.435,218621.3021,16800,5742.028986,7500,823.1884058,2100,121.7391304,0.584541063,0.439613527,0.198067633
ND,Devils Lake,96.167,3388441.561,200363.9036,333600,89226.08696,163200,17727.53623,33600,3843.478261,0.570048309,0.560386473,0.45410628
ND,Lake Sakakawea,68.918,3019951.72,96002.33204,140400,5333.333333,49200,6194.202899,15000,1684.057971,0.565217391,0.531400966,0.492753623
ND,Grass Lake,4.003,1348962.883,247509.2458,8700,4291.304348,8100,392.7536232,1800,65.2173913,0.565217391,0.169082126,0.086956522
ND,Lake ID: 167201478,6.478,2691534.804,259551.9215,17400,4456.521739,6900,713.0434783,2400,163.7681159,0.560386473,0.45410628,0.236714976
ND,Lake Irvine,13.86,3388441.561,252758.6852,48900,17939.13043,28200,2721.73913,7200,498.5507246,0.555555556,0.357487923,0.275362319
ND,Lake ID: 120052557,58.876,3388441.561,197020.4562,197700,51550.72464,87900,8931.884058,25500,2410.144928,0.54589372,0.497584541,0.45410628
ND,Lake Alice,11.052,3388441.561,304443.6753,34800,13566.66667,22200,1650.724638,6900,269.5652174,0.541062802,0.323671498,0.217391304
ND,Lake ID: 14683782,8.929,3311311.215,425445.7676,10200,3957.971014,6000,320.2898551,1800,47.82608696,0.541062802,0.169082126,0.09178744
ND,Lake ID: 14681338,12.189,3388441.561,434975.5823,24900,9572.463768,13800,972.4637681,3600,173.9130435,0.531400966,0.270531401,0.15942029
ND,Buffalo Lodge Lake,5.013,3311311.215,279265.89,7800,2514.492754,5400,630.4347826,2100,123.1884058,0.531400966,0.371980676,0.188405797
ND,Lake ID: 14824767,3.802,3388441.561,388113.1744,7800,3037.681159,5700,372.4637681,3300,69.56521739,0.526570048,0.207729469,0.077294686
ND,Lake ID: 14492930,4.751,3388441.561,401950.4906,6900,2291.304348,3000,181.1594203,1200,59.42028986,0.52173913,0.251207729,0.130434783
ND,Lake ID: 167245892,5.988,3388441.561,311693.7649,10200,3268.115942,5700,637.6811594,1500,178.2608696,0.516908213,0.396135266,0.256038647
ND,East Devils Lake,20.348,3388441.561,170975.0872,59100,14371.01449,38100,3304.347826,9000,766.6666667,0.497584541,0.449275362,0.362318841
ND,Alkali Lake,9.418,2754228.703,328147.9704,15600,6210.144928,7200,327.5362319,2100,79.71014493,0.497584541,0.15942029,0.115942029
ND,Mud Lake,5.465,3388441.561,320345.5472,11700,3369.565217,6900,585.5072464,2100,146.3768116,0.492753623,0.31884058,0.173913043
ND,Lake ID: 14684284,9.182,3388441.561,169874.5684,20700,6789.855072,15900,913.0434783,4800,310.1449275,0.483091787,0.251207729,0.188405797
ND,Alkaline Lake,6.932,3388441.561,182875.5852,17100,5466.666667,13500,791.3043478,3600,182.6086957,0.483091787,0.280193237,0.15942029
ND,Cranberry Lake,6.883,3235936.569,60191.6286,18300,1752.173913,16500,3501.449275,6300,915.942029,0.47826087,0.531400966,0.47826087
ND,Lake ID: 14300337,10.571,2187761.624,91048.79672,21000,4601.449275,17100,2913.043478,6900,547.826087,0.473429952,0.516908213,0.391304348
ND,Sibley Lake,3.225,3235936.569,287526.9061,4200,1472.463768,2700,194.2028986,900,18.84057971,0.468599034,0.198067633,0.033816425
ND,Lake ID: 14685116,3.857,3388441.561,586402.6181,6900,2485.507246,4500,215.942029,2700,42.02898551,0.463768116,0.106280193,0.057971014
ND,Lake ID: 14300281,11.104,3388441.561,152388.5651,16200,4365.217391,14700,1608.695652,3600,286.9565217,0.449275362,0.405797101,0.231884058
ND,Goose Lake,4.933,3388441.561,247734.4081,11100,3159.42029,9600,531.884058,2100,82.60869565,0.439613527,0.22705314,0.101449275
ND,Devils Lake,20.41,3388441.561,210296.9035,53100,15671.01449,27900,2157.971014,9900,502.8985507,0.429951691,0.31884058,0.217391304
ND,Round Lake,2.735,1047128.548,78296.37308,4800,982.6086957,3300,440.5797101,1500,76.8115942,0.391304348,0.357487923,0.15942029
ND,Lake George,4.175,2041737.945,60246.15235,9300,1007.246377,7800,959.4202899,2700,252.173913,0.376811594,0.420289855,0.314009662
ND,Lake Isabel,3.35,2398832.919,213374.0464,7500,2173.913043,4800,227.5362319,1500,24.63768116,0.376811594,0.154589372,0.038647343
ND,Lake ID: 14299227,3.442,3388441.561,155570.3632,4800,1166.666667,2400,165.2173913,900,31.88405797,0.352657005,0.193236715,0.077294686
ND,White Lake,9.702,3388441.561,440786.6979,19500,1636.231884,4800,104.3478261,1500,30.43478261,0.338164251,0.120772947,0.053140097
ND,Chase Lake,7.988,3311311.215,179995.0857,11100,2572.463768,3900,284.057971,1200,26.08695652,0.333333333,0.178743961,0.057971014
ND,Kunkel Lake,4.497,3388441.561,168070.5389,9300,1415.942029,4500,265.2173913,1200,57.97101449,0.309178744,0.193236715,0.125603865
"ND, SD",Lake Oahe,1254.55,3235936.569,98573.38036,645300,85791.30435,1544400,223237.6812,424500,79213.04348,0.879227053,0.893719807,0.879227053
NE,Lake ID: 167794979,114.705,3388441.561,178057.2496,346500,14952.17391,172800,14418.84058,45300,3828.985507,0.768115942,0.743961353,0.628019324
NE,Swanson Lake,20.176,1479108.388,149646.6309,47400,8571.014493,20700,3295.652174,5400,626.0869565,0.68115942,0.68115942,0.473429952
NE,Harlan County Lake,53.12,954992.586,90155.46327,126300,6821.73913,54000,4523.188406,9000,995.6521739,0.608695652,0.647342995,0.45410628
NE,Big Alkali Lake,3.635,2818382.931,241689.0376,6300,2095.652174,3900,443.4782609,2100,82.60869565,0.574879227,0.376811594,0.144927536
NE,Calamus Reservoir,20.362,3162277.66,215736.8398,45000,5018.84058,24300,1081.15942,3300,178.2608696,0.550724638,0.45410628,0.193236715
NE,Lake Maloney,6.41,1412537.545,132339.6997,8700,1701.449275,6600,369.5652174,1200,52.17391304,0.425120773,0.347826087,0.106280193
NE,Lake Minatare,7.851,912010.8394,54652.19799,9600,460.8695652,7800,653.6231884,2400,172.4637681,0.376811594,0.38647343,0.246376812
NE,Johnson Reservoir,8.782,2137962.09,83804.24738,20700,1555.072464,5400,401.4492754,2400,118.8405797,0.270531401,0.309178744,0.164251208
