Activity,Formulation,AppEquip,AppType,Category,AppRateUnit,TreatedVal,TreatedUnit,DUESLNoG,DUESLG,DUEDLG,DUESLGCRH,DUEDLGCRH,DUEEC,IUENoR,IUEPF5R,IUEPF10R,IUEEC,SourceCategory,SourceMRID,SourceDescription,SourceDER
Applicator,RTU (L),Trigger-spray bottle,Broadcast,"Residential Living Spaces (homes, apartments)",lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,C&C,"Residential Living Spaces (homes, apartments)",lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Broadcast,Childcare center/schools/institutions,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,C&C,Childcare center/schools/institutions,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Broadcast,Interior landscaping,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Broadcast (foliar),"Landscaping, plants/flowers",lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Spot,"Landscaping, turf (lawns, athletic fields, parks, etc.)",lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (PL),Aerosol can,Broadcast,Food handling establishment,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,C&C,Food handling establishment,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Broadcast,Warehouse,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,C&C,Warehouse,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Broadcast,"Animal (direct), livestock",lb ai/can,,cans,544000,503000,273000,No Data,No Data,No Data,3300,660,330,No Data,Proprietary,44433302,"Meo, 1997 (fipronil_spray bottle_groomer)",Versar (4/27/98)
Applicator,RTU (PL),Aerosol can,Broadcast,"Animal (direct), veterinary/groomer",lb ai/can,,cans,544000,503000,273000,No Data,No Data,No Data,3300,660,330,No Data,Proprietary,44433302,"Meo, 1997 (fipronil_spray bottle_groomer)",Versar (4/27/98)
Applicator,RTU (PL),Aerosol can,Broadcast,Foundations/perimeter,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Spot,Mounds/nests,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Broadcast,"Residential Living Spaces (homes, apartments)",lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,C&C,"Residential Living Spaces (homes, apartments)",lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Broadcast,Childcare center/schools/institutions,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,C&C,Childcare center/schools/institutions,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Broadcast,Interior landscaping,lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,RTU (PL),Aerosol can,Broadcast (foliar),"Landscaping, plants/flowers",lb ai/can,,cans,190000,81000,64000,No Data,No Data,No Data,1300,260,130,No Data,PHED,NA,PHED Scenario 10,NA
Applicator,L/SC/EC,Injector,Tree Injection,"Rights-of-way (e.g., utilities, railroad, roadways)",lb ai/tree,,tree,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,L/SC/EC,Injector,Tree Injection,Forestry,lb ai/tree,,trees,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,Mushroom house,lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,Poultry/livestock house/horse barn/feed lot,lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,Food handling establishment,lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,Warehouse,lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,Residential backyards/Parks/Restaurants,lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,"Residential Living Spaces (homes, apartments)",lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (PL),Total-release Fogger,Broadcast,Childcare center/schools/institutions,lb ai/can,,cans,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (S),Collar,Broadcast,"Animal (direct), veterinary/groomer",,,collars,112000,67800,42000,No Data,No Data,No Data,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Proprietary,44433303,"Meo, 1997 (fipronil_spot-on_groomer)",W. Britton
Applicator,RTU (S),Collar,Broadcast,"Animal (direct), livestock",,,collars,112000,67800,42000,No Data,No Data,No Data,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Proprietary,44433303,"Meo, 1997 (fipronil_spot-on_groomer)",W. Britton
Applicator,RTU (S),Ear tag,NA,"Animal (direct), livestock",,,eartags,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,Mushroom house,,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,"Industrial/commercial (tires, rail yards, junk yards, etc.)",,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,Food handling establishment,,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,Warehouse,,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,Poultry/livestock house/horse barn/feed lot,,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,Foundations/perimeter,,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,"Residential Living Spaces (homes, apartments)",,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,RTU (S),"Trap/bait station, refillable",NA,Childcare center/schools/institutions,,,stations,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Flagger,"Spray
(all starting formulations)",Aerial,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,11,12,10.6,No Data,No Data,No Data,0.35,0.07,0.035,No Data,PHED,NA,PHED Scenario 25,NA
Flagger,"Spray
(all starting formulations)",Aerial,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,11,12,10.6,No Data,No Data,No Data,0.35,0.07,0.035,No Data,PHED,NA,PHED Scenario 25,NA
Flagger,"Spray
(all starting formulations)",Aerial,Broadcast,Sod,lb ai/acre,350,acres,11,12,10.6,No Data,No Data,No Data,0.35,0.07,0.035,No Data,PHED,NA,PHED Scenario 25,NA
Flagger,"Spray
(all starting formulations)",Aerial,Broadcast,"Field crop, typical",lb ai/acre,350,acres,11,12,10.6,No Data,No Data,No Data,0.35,0.07,0.035,No Data,PHED,NA,PHED Scenario 25,NA
Flagger,"Spray
(all starting formulations)",Aerial,Broadcast,"Field crop, high-acreage",lb ai/acre,350,acres,11,12,10.6,No Data,No Data,No Data,0.35,0.07,0.035,No Data,PHED,NA,PHED Scenario 25,NA
Flagger,G,Aerial,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,2.75,2.73,1.59,No Data,No Data,No Data,0.15,0.03,0.015,No Data,PHED,NA,PHED Scenario 26,NA
Flagger,G,Aerial,Broadcast,Sod,lb ai/acre,350,acres,2.75,2.73,1.59,No Data,No Data,No Data,0.15,0.03,0.015,No Data,PHED,NA,PHED Scenario 26,NA
Flagger,G,Aerial,Broadcast,"Field crop, typical",lb ai/acre,350,acres,2.75,2.73,1.59,No Data,No Data,No Data,0.15,0.03,0.015,No Data,PHED,NA,PHED Scenario 26,NA
Flagger,G,Aerial,Broadcast,"Field crop, high-acreage",lb ai/acre,350,acres,2.75,2.73,1.59,No Data,No Data,No Data,0.15,0.03,0.015,No Data,PHED,NA,PHED Scenario 26,NA
Flagger,G,Aerial,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,2.75,2.73,1.59,No Data,No Data,No Data,0.15,0.03,0.015,No Data,PHED,NA,PHED Scenario 26,NA
M/L/A,DF/WDG,Backpack,Ground/soil-directed,Orchard/Vineyard,lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/gallon,40,gallons,13200,11200,6230,No Data,No Data,No Data,140,28,14,No Data,AHETF,43623202,"King, 1995 (AH605_backpack_greenhouse)",D393093
M/L/A,DF/WDG,Backpack,Ground/soil-directed,Wildlife management,lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Trigger-spray bottle,Frill (hack-and-squirt),"Rights-of-way (e.g., utilities, railroad, roadways)",lb ai/gallon,,gallons,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
M/L/A,DF/WDG,Trigger-spray bottle,Frill (hack-and-squirt),Forestry,lb ai/gallon,,gallons,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
M/L/A,DF/WDG,Backpack,Broadcast,Wildlife management,lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
L/A,DF/WDG,Backpack,Broadcast,"Rights-of-way (e.g., utilities, railroad, roadways)",lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Broadcast (foliar),Christmas Tree farm,lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Ground/soil-directed,Christmas Tree farm,lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Ground/soil-directed,Forestry,lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast,Forestry,lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Broadcast (foliar),"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Ground/soil-directed,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast (foliar),"Landscaping, trees/shrubs/bushes",lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Broadcast (foliar),"Landscaping, plants/flowers",lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Broadcast,"Landscaping, turf (lawns, athletic fields, parks, etc.)",lb ai/gallon,40,gallons,58400,30500,16900,No Data,No Data,No Data,69.1,13.8,6.9,No Data,AHETF,49478601,"AHETF, 2014 (AHE1012; Backpack ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Backpack,Spot,"Landscaping, turf (lawns, athletic fields, parks, etc.)",lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast,"Structural (e.g., bridges, shipyards, home decks, foundations)",lb ai/gallon,40,gallons,2510,2500,1600,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 34,NA
M/L/A,DF/WDG,Backpack,Broadcast,Structural (termiticide),lb ai/gallon,40,gallons,2510,2500,1600,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 34,NA
M/L/A,DF/WDG,Backpack,Broadcast,"Industrial/commercial (tires, rail yards, junk yards, etc.)",lb ai/gallon,40,gallons,2510,2500,1600,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 34,NA
M/L/A,DF/WDG,Backpack,Broadcast,"Animal (direct), livestock",lb ai/gallon,40,gallons,2510,2500,1600,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 34,NA
M/L/A,DF/WDG,Backpack,Broadcast,Poultry/livestock house/horse barn/feed lot,lb ai/gallon,40,gallons,2510,2500,1600,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 34,NA
M/L/A,DF/WDG,Backpack,Broadcast,Foundations/perimeter,lb ai/gallon,40,gallons,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lbs ai/acre,5,acres,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lbs ai/acre,5,acres,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Backpack,Broadcast,"Aquatic areas, flowing water (e.g., tributaries, canals)",lbs ai/cfs,200,cfs,8260,8260,4120,No Data,No Data,No Data,2.58,0.516,0.258,No Data,Proprietary,44339801,"Beard, 1997 (xmas trees_backpack)",D284121 & D242325
M/L/A,DF/WDG,Handheld Fogger,Broadcast,Mushroom house,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Handheld Fogger,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Handheld Fogger,Broadcast,Food handling establishment,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Handheld Fogger,Broadcast,Warehouse,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Handheld Fogger,Broadcast,Poultry/livestock house/horse barn/feed lot,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Handheld Fogger,Broadcast,"Residential Living Spaces (homes, apartments)",,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Handheld Fogger,Broadcast,Childcare center/schools/institutions,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,Wildlife management,lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast (foliar),Christmas Tree farm,lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast (foliar),"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast (foliar),"Landscaping, trees/shrubs/bushes",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast (foliar),"Landscaping, plants/flowers",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,"Landscaping, turf (lawns, athletic fields, parks, etc.)",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,"Industrial/commercial (tires, rail yards, junk yards, etc.)",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,Food handling establishment,lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,C&C,Food handling establishment,lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,Warehouse,lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,C&C,Warehouse,lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,Poultry/livestock house/horse barn/feed lot,lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,"Animal (direct), livestock",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,Foundations/perimeter,lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Spot,Mounds/nests,lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,"Residential Living Spaces (homes, apartments)",lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,C&C,"Residential Living Spaces (homes, apartments)",lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast,Childcare center/schools/institutions,lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,C&C,Childcare center/schools/institutions,lb ai/gallon,40,gallons,29000,8600,6200,No Data,No Data,No Data,1100,220,110,No Data,PHED,NA,PHED Scenario 33,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast (foliar),Interior landscaping,lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Manually-pressurized Handwand,Broadcast (foliar),"Structural (e.g., bridges, shipyards, home decks, foundations)",lb ai/gallon,40,gallons,100000,430,365,No Data,No Data,No Data,30,6,3,No Data,PHED,NA,PHED Scenario 32,NA
M/L/A,DF/WDG,Mechanically-pressurized Handgun,Broadcast (foliar),Orchard/Vineyard,lb ai/gallon,1000,gallons,6050,2050,1360,No Data,No Data,No Data,8.68,1.74,0.87,No Data,AHETF,49478602,"AHETF, 2014 (AHE1013; Handgun ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Mechanically-pressurized Handgun,Drench/Soil-/Ground-directed,Orchard/Vineyard,lb ai/gallon,1000,gallons,6050,2050,1360,No Data,No Data,No Data,8.68,1.74,0.87,No Data,AHETF,49478602,"AHETF, 2014 (AHE1013; Handgun ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Mechanically-pressurized Handgun,Broadcast (foliar),Wildlife management,lb ai/gallon,1000,gallons,6050,2050,1360,No Data,No Data,No Data,8.68,1.74,0.87,No Data,AHETF,49478602,"AHETF, 2014 (AHE1013; Handgun ""ROW"" Applicator)",D424145
M/L/A,DF/WDG,Mechanically-pressurized Handgun,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/gallon,1000,gallons,3500,2500,1600,No Data,No Data,No Data,120,24,12,No Data,PHED,NA,PHED Scenario 35,NA
