1,0,5.7,20.52,9.520021967
2,0,5.2,12.24,9.530444129
3,0,10.8,7.2,9.541837127
4,0.33,11.7,14.04,9.554190197
5,1.78,13.9,9.36,9.567491751
6,1.22,12.9,7.92,9.581729413
7,1.12,7.8,14.4,9.596890068
8,0.36,8.2,21.24,9.612959894
9,0,7.8,18,9.629924415
10,0,12.4,23.76,9.647768538
11,0,15.5,24.84,9.666476604
12,0,6.4,28.44,9.686032431
13,0,5.1,12.96,9.706419364
14,0,7.2,11.16,9.727620319
15,0,12.8,11.16,9.74961783
16,0,16.8,10.8,9.772394099
17,0,17.9,16.92,9.795931037
18,0.48,16.4,16.2,9.820210311
19,0,14,13.32,9.84521339
20,2.92,9.4,12.24,9.870921587
21,0.89,13.2,24.48,9.897316099
22,0,10.7,20.16,9.924378049
23,0,14.1,11.88,9.952088527
24,2.95,11.3,6.84,9.980428623
25,1.91,12.2,14.76,10.00937947
26,0,5.6,20.16,10.03892225
27,0,9.7,15.12,10.06903829
28,0,11.7,14.04,10.09970902
29,0.64,13.7,19.44,10.13091603
30,0,9,5.4,10.16264111
31,0,12.7,10.08,10.19486626
32,0,12.7,10.08,10.22757371
33,0,17.2,15.12,10.26074594
34,0,18.3,14.76,10.29436572
35,0.69,16.4,25.92,10.3284161
36,0,11.5,12.96,10.36288041
37,0.03,13.1,12.24,10.39774233
38,0.1,15.2,15.48,10.43298587
39,0,14.3,6.84,10.46859534
40,4.22,13.5,10.08,10.50455543
41,0.58,13.2,19.44,10.54085118
42,0,12.7,15.84,10.57746796
43,0,14.9,11.88,10.61439152
44,0,16.7,20.52,10.65160799
45,0,18.5,16.2,10.68910382
46,0,20.1,18.72,10.72686585
47,4.57,16.7,14.4,10.76488129
48,0,14.2,16.56,10.8031377
49,6.53,5.4,21.24,10.84162298
50,1.24,12.9,7.56,10.8803254
51,0,13.8,15.84,10.91923359
52,0,8.6,21.6,10.95833648
53,1.02,15.5,18,10.99762338
54,0,14,27.36,11.03708391
55,0,11.6,32.76,11.07670799
56,0,5.3,19.8,11.11648588
57,0,4.2,16.2,11.15640814
58,0,11.5,12.96,11.19646561
59,0,16.4,14.04,11.23664942
60,0,12.8,19.44,11.27695098
61,3.12,7.8,13.68,11.31736195
62,0.18,15.4,13.68,11.35787427
63,0,14.5,7.92,11.3984801
64,0,13.9,10.44,11.43917185
65,0,17.1,11.88,11.47994212
66,0,11.4,23.04,11.52078376
67,1.14,3.2,17.28,11.5616898
68,1.55,7.9,8.64,11.60265345
69,0,21.7,13.32,11.64366811
70,0,22.4,11.52,11.68472733
71,0,23.5,9.72,11.72582482
72,0,22.5,9,11.76695445
73,0,21.5,15.84,11.80811018
74,0.58,21.7,21.6,11.84928613
75,4.45,18.2,18.36,11.89047648
76,8.03,14.4,18.36,11.93167556
77,0,15.9,12.6,11.97287773
78,0,16.9,21.96,12.01407745
79,0,8.9,16.2,12.05526925
80,0,11.7,10.8,12.09644768
81,0,16.3,20.16,12.13760734
82,0,20.2,14.04,12.17874286
83,0,20.2,15.84,12.21984889
84,0,19.6,17.64,12.26092008
85,0.71,11.1,12.24,12.30195105
86,0,12.2,18.72,12.34293643
87,0,13.7,16.92,12.38387082
88,0.74,9.4,19.08,12.42474876
89,0.18,8.4,16.92,12.46556475
90,0.08,16.7,12.24,12.50631324
