Chemical name,Use,Formulated product name,%a.i. (%),Application rate (lbs a.i./A),Number of applications,Interval between applications (days):,Foliar dissipation half-life (days),Avian LD50 (mg/kg-bw),Species of the tested bird (LD50),"Weight (LD50, g)",Avian LC50 (mg/kg-diet),Species of the tested bird (LC50),"Weight (LC50, g)",Avian NOAEC (mg/kg-diet),Species of the tested bird (NOAEC),"Weight (NOAEC, g)",Avian NOAEL (mg/kg-bw),Species of the tested bird (NOAEL),"Weight (NOAEL, g)",Mineau scaling factor,Weight of the mammal consumed by assessed frog (g),Weight of the herptile consumed by assessed frog (g),Body weight of assessed small herptile (g),Water content of the assessed small herptile's diet (%),Body weight of assessed medium herptile (g),Water content of the assessed medium herptile's diet (%),Body weight of assessed large herptile (g),Water content of the assessed large herptile's diet (%),LD50_AD_sm,LD50_AD_md,LD50_AD_lg,EEC_dose_BP_sm,EEC_dose_BP_md,EEC_dose_BP_lg,ARQ_dose_BP_sm,ARQ_dose_BP_md,ARQ_dose_BP_lg,EEC_dose_FR_sm,EEC_dose_FR_md,EEC_dose_FR_lg,ARQ_dose_FR_sm,ARQ_dose_FR_md,ARQ_dose_FR_lg,EEC_dose_HM_md,EEC_dose_HM_lg,ARQ_dose_HM_md,ARQ_dose_HM_lg,EEC_dose_IM_md,EEC_dose_IM_lg,ARQ_dose_IM_md,ARQ_dose_IM_lg,EEC_dose_TP_md,EEC_dose_TP_lg,ARQ_dose_TP_md,ARQ_dose_TP_lg,EEC_diet_herp_BL,EEC_ARQ_herp_BL,EEC_diet_herp_FR,EEC_ARQ_herp_FR,EEC_diet_herp_HM,EEC_ARQ_herp_HM,EEC_diet_herp_IM,EEC_ARQ_herp_IM,EEC_diet_herp_TP,EEC_ARQ_herp_TP,EEC_CRQ_herp_BL,EEC_CRQ_herp_FR,EEC_CRQ_herp_HM,EEC_CRQ_herp_IM,EEC_CRQ_herp_TP,EEC_dose_BP_sm_mean,EEC_dose_BP_md_mean,EEC_dose_BP_lg_mean,ARQ_dose_BP_sm_mean,ARQ_dose_BP_md_mean,ARQ_dose_BP_lg_mean,EEC_dose_FR_sm_mean,EEC_dose_FR_md_mean,EEC_dose_FR_lg_mean,ARQ_dose_FR_sm_mean,ARQ_dose_FR_md_mean,ARQ_dose_FR_lg_mean,EEC_dose_HM_md_mean,EEC_dose_HM_lg_mean,ARQ_dose_HM_md_mean,ARQ_dose_HM_lg_mean,EEC_dose_IM_md_mean,EEC_dose_IM_lg_mean,ARQ_dose_IM_md_mean,ARQ_dose_IM_lg_mean,EEC_dose_TP_md_mean,EEC_dose_TP_lg_mean,ARQ_dose_TP_md_mean,ARQ_dose_TP_lg_mean,EEC_diet_herp_BL_mean,EEC_ARQ_herp_BL_mean,EEC_diet_herp_FR_mean,EEC_ARQ_herp_FR_mean,EEC_diet_herp_HM_mean,EEC_ARQ_herp_HM_mean,EEC_diet_herp_IM_mean,EEC_ARQ_herp_IM_mean,EEC_diet_herp_TP_mean,EEC_ARQ_herp_TP_mean,EEC_CRQ_herp_BL_mean,EEC_CRQ_herp_FR_mean,EEC_CRQ_herp_HM_mean,EEC_CRQ_herp_IM_mean,EEC_CRQ_herp_TP_mean
Fluxapyroxad,Dried shelled beans (except soybeans),NA,100,0.18,2,7,35,2000,Bobwhite quail,178,2457,Bobwhite quail,178,100,Bobwhite quail,178,7.8,Bobwhite quail,178,1.15,15,15,2,85,20,85,200,85,1020.05,1440.86,2035.27,3.37E+00,2.00E+00,1.18E+00,3.30E-03,1.39E-03,5.81E-04,3.74E-01,2.22E-01,1.31E-01,3.67E-04,1.54E-04,6.46E-05,5.78E+01,5.78E+00,4.01E-02,2.84E-03,3.61E+00,3.61E-01,2.51E-03,1.77E-04,9.35E-02,5.55E-02,6.49E-05,2.72E-05,4.55E+01,1.85E-02,5.05E+00,2.06E-03,7.70E+01,3.14E-02,4.82E+00,1.96E-03,2.13E+00,8.67E-04,0.454543787,0.050504865,0.770440341,0.048152521,0.021303703,1.12E+00,6.65E-01,3.94E-01,1.10E-03,4.62E-04,1.94E-04,1.75E-01,1.03E-01,6.14E-02,1.71E-04,7.18E-05,3.01E-05,2.05E+01,2.05E+00,1.42E-02,1.01E-03,1.69E+00,1.69E-01,1.17E-03,8.28E-05,3.12E-02,1.85E-02,2.16E-05,9.08E-06,1.52E+01,6.17E-03,2.36E+00,9.59E-04,2.73E+01,1.11E-02,2.25E+00,9.15E-04,7.10E-01,2.89E-04,1.52E-01,2.36E-02,2.73E-01,2.25E-02,7.10E-03
